record_id,timestamp,equipment_id,plant_zone,process_type,material_batch_id,ambient_temperature_c,ambient_humidity_pct,dsc_heat_flow_mw,sample_temperature_c,reference_temperature_c,thermal_gradient_c,heating_rate_c_min,cooling_rate_c_min,infrared_mean_temp_c,infrared_max_temp_c,thermal_hotspot_area_pct,phase_transition_onset_c,phase_transition_peak_c,transition_enthalpy_j_g,heat_dissipation_rate_w,sensor_voltage_v,sensor_current_ma,vibration_level_mm_s,mqtt_latency_ms,packet_loss_pct,edge_cpu_usage_pct,rolling_noise_index,anomaly_score,remaining_useful_life_h,fault_type,fault_state,maintenance_required
2548,2025-01-09 20:15:00,CAL-004,Materials-QC,polymer_curing,BATCH-6707,27.26,51.82,127.77,157.96,153.91,4.05,10.82,4.99,155.75,166.59,14.21,126.22,138.58,43.12,53.58,3.268,44.31,1.021,37.31,2.4,41.77,0.116,0.226,845.5,none,Normal,0
2549,2025-01-09 20:20:00,CAL-006,Materials-QC,energy_storage_testing,BATCH-2170,24.82,54.71,157.29,86.96,80.3,6.66,14.84,6.27,92.76,103.33,23.22,59.72,76.34,97.69,51.5,3.229,51.32,2.352,80.37,2.57,56.08,0.377,0.296,521.7,sensor_drift,Warning,1
2550,2025-01-09 20:25:00,CAL-014,Polymer-Unit,energy_storage_testing,BATCH-1509,26.64,62.7,121.01,91.41,86.69,4.72,7.68,5.39,95.4,108.59,21.45,64.01,82.83,109.37,52.87,3.308,48.26,1.249,42.12,4.13,44.7,0.2,0.246,696.0,none,Normal,0
2551,2025-01-09 20:30:00,CAL-017,Polymer-Unit,energy_storage_testing,BATCH-3084,29.63,47.92,88.11,75.26,72.0,3.26,7.49,6.52,79.37,91.7,15.78,57.92,69.49,56.89,50.98,3.351,36.82,1.052,45.28,3.14,45.63,0.03,0.27,807.8,none,Normal,0
2552,2025-01-09 20:35:00,CAL-016,Polymer-Unit,energy_storage_testing,BATCH-4978,29.94,46.58,143.03,98.48,95.55,2.93,12.24,4.03,101.12,125.75,16.94,57.61,72.77,128.75,43.4,3.26,56.4,1.219,62.81,3.65,57.85,0.184,0.408,651.3,sensor_drift,Warning,1
2553,2025-01-09 20:40:00,CAL-002,Reactor-Line-B,chemical_processing,BATCH-8447,25.72,59.99,141.85,158.14,153.29,4.85,9.93,4.04,164.81,204.02,21.18,106.61,127.66,133.34,60.0,3.251,56.52,1.918,69.98,2.98,52.6,0.322,0.431,563.7,reduced_heat_dissipation,Warning,1
2554,2025-01-09 20:45:00,CAL-008,Polymer-Unit,energy_storage_testing,BATCH-1609,26.76,59.4,88.41,79.66,75.32,4.34,9.43,5.17,85.72,105.31,3.63,58.65,80.27,109.53,73.9,3.298,49.12,0.993,40.81,2.75,43.53,0.139,0.227,785.1,none,Normal,0
2555,2025-01-09 20:50:00,CAL-028,Battery-Lab,polymer_curing,BATCH-8986,31.88,50.34,110.07,171.35,164.53,6.82,8.72,5.95,174.66,192.45,31.18,126.67,145.37,101.64,52.76,3.297,48.82,1.813,68.99,5.03,52.4,0.235,0.41,672.1,minor_phase_transition_shift,Warning,1
2556,2025-01-09 20:55:00,CAL-030,Materials-QC,thermal_manufacturing,BATCH-4787,26.11,45.58,116.37,214.09,207.19,6.9,6.56,4.76,215.92,217.12,22.72,164.68,183.64,127.74,69.43,3.249,61.95,1.666,66.27,3.66,53.94,0.27,0.363,732.9,sensor_drift,Warning,1
2557,2025-01-09 21:00:00,CAL-025,Reactor-Line-A,chemical_processing,BATCH-3813,26.32,48.99,95.75,135.54,133.14,2.4,7.79,3.5,136.44,150.45,2.06,101.92,110.15,61.89,63.83,3.312,51.39,0.769,52.42,1.41,39.88,0.195,0.09,1088.7,none,Normal,0
2558,2025-01-09 21:05:00,CAL-006,Materials-QC,material_characterization,BATCH-3670,27.53,65.44,101.06,102.24,99.45,2.79,11.67,5.34,104.36,115.83,5.46,83.33,94.87,60.93,74.37,3.32,46.81,1.023,47.62,0.62,57.79,0.123,0.101,926.2,none,Normal,0
2559,2025-01-09 21:10:00,CAL-020,Materials-QC,chemical_processing,BATCH-5395,30.95,53.79,93.82,145.88,138.62,7.26,12.77,4.22,148.21,173.52,28.04,97.97,114.23,120.52,55.77,3.221,55.94,1.549,61.47,2.39,54.36,0.216,0.371,656.1,minor_phase_transition_shift,Warning,1
2560,2025-01-09 21:15:00,CAL-030,Materials-QC,material_characterization,BATCH-7822,30.01,64.44,106.67,97.68,96.54,1.14,9.3,5.75,103.64,112.65,5.3,73.57,93.46,59.31,63.43,3.277,61.48,0.459,45.59,0.09,37.53,0.112,0.061,916.1,none,Normal,0
2561,2025-01-09 21:20:00,CAL-004,Reactor-Line-B,energy_storage_testing,BATCH-4822,29.05,54.47,150.8,83.48,78.98,4.5,9.7,4.98,86.73,102.09,11.14,58.57,65.86,79.0,51.94,3.246,64.62,1.82,75.01,2.12,63.31,0.232,0.286,689.1,none,Normal,0
2562,2025-01-09 21:25:00,CAL-021,Materials-QC,thermal_manufacturing,BATCH-1202,26.41,50.87,98.3,184.11,181.89,2.22,8.55,5.46,185.58,193.1,9.04,161.8,181.86,108.18,76.71,3.245,57.28,1.633,51.4,0.96,27.47,0.225,0.201,654.4,none,Normal,0
2563,2025-01-09 21:30:00,CAL-004,Reactor-Line-B,polymer_curing,BATCH-1029,25.52,55.14,130.24,165.98,164.93,1.05,12.77,4.81,171.35,193.53,19.01,126.24,144.23,130.54,54.41,3.234,62.14,2.347,70.16,4.15,41.35,0.336,0.472,581.3,minor_phase_transition_shift,Warning,1
2564,2025-01-09 21:35:00,CAL-017,Reactor-Line-A,material_characterization,BATCH-2876,25.9,46.94,132.91,114.07,109.3,4.77,12.14,4.02,118.34,123.01,3.36,75.29,93.77,92.67,60.55,3.299,44.94,1.526,74.91,3.73,64.63,0.348,0.283,576.3,minor_phase_transition_shift,Warning,1
2565,2025-01-09 21:40:00,CAL-002,Battery-Lab,thermal_manufacturing,BATCH-4264,26.55,59.63,187.29,246.34,239.4,6.94,18.31,2.74,254.29,293.44,52.42,165.78,195.01,132.28,41.81,3.219,83.76,4.41,108.01,8.02,75.48,0.561,0.819,175.2,phase_transition_irregularity,Critical,1
2566,2025-01-09 21:45:00,CAL-002,Reactor-Line-A,polymer_curing,BATCH-1992,33.69,51.05,122.48,140.64,135.17,5.47,11.62,5.4,150.57,161.57,1.56,118.75,137.97,102.9,70.77,3.28,55.22,1.869,48.48,2.75,37.22,0.29,0.237,547.4,none,Normal,0
2567,2025-01-09 21:50:00,CAL-004,Reactor-Line-B,material_characterization,BATCH-3898,26.64,63.29,110.26,100.16,93.52,6.64,11.95,5.07,106.66,121.84,20.19,77.71,93.34,117.7,38.3,3.228,71.8,2.208,72.55,2.64,57.54,0.391,0.431,314.5,incipient_overheating,Warning,1
2568,2025-01-09 21:55:00,CAL-006,Polymer-Unit,chemical_processing,BATCH-4256,29.64,44.98,120.45,126.29,123.34,2.95,14.11,4.67,130.04,140.87,14.92,103.49,118.2,127.23,55.94,3.215,56.1,2.602,65.19,1.89,53.36,0.209,0.298,652.5,minor_phase_transition_shift,Warning,1
2569,2025-01-09 22:00:00,CAL-028,Polymer-Unit,energy_storage_testing,BATCH-8033,28.8,42.35,111.45,81.86,80.34,1.52,7.86,6.75,85.69,90.96,8.99,54.59,66.26,55.21,79.06,3.252,48.9,1.102,53.87,2.14,36.6,0.224,0.127,935.8,none,Normal,0
2570,2025-01-09 22:05:00,CAL-011,Reactor-Line-B,material_characterization,BATCH-9384,26.01,47.55,159.71,105.54,99.97,5.57,8.71,6.63,112.18,119.07,11.62,75.96,89.9,51.13,78.84,3.302,56.54,1.559,55.8,2.39,36.22,0.148,0.239,812.8,none,Normal,0
2571,2025-01-09 22:10:00,CAL-009,Reactor-Line-B,chemical_processing,BATCH-4037,32.12,62.13,197.96,142.07,133.38,8.69,18.37,2.34,152.1,185.87,49.79,111.17,131.68,158.86,37.65,3.245,84.78,5.788,98.4,8.67,69.9,0.502,0.839,1,phase_transition_irregularity,Critical,1
2572,2025-01-09 22:15:00,CAL-016,Battery-Lab,material_characterization,BATCH-3614,26.65,33.77,140.78,98.29,92.44,5.85,10.19,2.98,102.67,116.9,6.13,77.64,96.93,118.06,64.8,3.244,63.69,1.555,66.59,2.0,43.5,0.217,0.27,824.4,none,Normal,0
2573,2025-01-09 22:20:00,CAL-018,Polymer-Unit,chemical_processing,BATCH-5060,27.11,46.81,113.71,121.87,121.05,0.82,12.17,5.77,123.0,137.17,6.12,99.79,114.27,96.96,67.73,3.324,53.82,0.339,42.31,1.74,46.06,0.075,0.201,851.9,none,Normal,0
2574,2025-01-09 22:25:00,CAL-024,Reactor-Line-A,polymer_curing,BATCH-6557,34.42,50.66,233.13,198.19,190.31,7.88,16.67,3.65,210.18,251.63,34.49,125.28,151.49,121.19,43.85,3.198,80.38,2.907,95.21,6.92,88.43,0.444,0.741,137.4,severe_overheating,Critical,1
2575,2025-01-09 22:30:00,CAL-012,Thermal-Manufacturing,energy_storage_testing,BATCH-1707,25.53,65.16,106.42,70.73,69.74,0.99,7.87,7.23,70.55,81.45,3.81,56.53,72.07,72.14,61.59,3.276,49.33,0.991,34.25,0,28.35,0.161,0.139,1047.9,none,Normal,0
2576,2025-01-09 22:35:00,CAL-013,Reactor-Line-B,energy_storage_testing,BATCH-2818,29.33,46.15,123.53,105.91,102.17,3.74,11.05,5.22,109.87,123.12,12.16,57.99,75.38,86.39,68.96,3.302,53.91,1.283,60.89,0.82,55.79,0.223,0.282,726.5,none,Normal,0
2577,2025-01-09 22:40:00,CAL-028,Reactor-Line-A,chemical_processing,BATCH-4055,28.27,49.4,140.85,150.91,145.16,5.75,14.27,5.55,154.57,173.63,21.48,107.85,130.73,192.47,56.93,3.32,65.58,3.667,58.81,4.96,61.65,0.323,0.518,269.8,minor_phase_transition_shift,Warning,1
2578,2025-01-09 22:45:00,CAL-014,Materials-QC,chemical_processing,BATCH-5581,26.95,44.12,84.53,127.65,124.5,3.15,8.33,5.71,134.36,145.94,11.42,103.25,111.76,84.47,53.54,3.325,35.6,1.174,43.14,1.71,47.83,0.136,0.171,1105.4,none,Normal,0
2579,2025-01-09 22:50:00,CAL-008,Reactor-Line-A,material_characterization,BATCH-8777,29.7,61.15,107.12,90.51,86.47,4.04,13.32,5.75,94.25,101.68,4.38,75.97,89.27,78.97,66.41,3.278,46.37,1.465,32.98,0,27.79,0.072,0.149,933.1,none,Normal,0
2580,2025-01-09 22:55:00,CAL-013,Thermal-Manufacturing,thermal_manufacturing,BATCH-7853,28.21,53.42,93.01,188.84,191.18,-2.34,6.91,5.36,190.77,200.32,0,161.8,174.26,80.67,75.79,3.277,42.56,0.62,46.89,0.32,24.56,0,0.078,860.8,none,Normal,0
2581,2025-01-09 23:00:00,CAL-002,Materials-QC,polymer_curing,BATCH-7644,25.47,54.23,152.62,149.34,148.03,1.31,10.99,4.75,152.41,177.85,9.78,129.02,147.84,148.44,65.96,3.295,65.17,1.863,61.05,2.65,53.93,0.224,0.338,643.8,none,Normal,0
2582,2025-01-09 23:05:00,CAL-028,Reactor-Line-A,energy_storage_testing,BATCH-9168,29.25,66.77,91.89,76.07,75.86,0.21,9.08,4.11,86.85,104.66,8.52,52.1,63.46,104.4,55.37,3.295,53.94,0.404,46.9,1.47,43.21,0.198,0.149,874.3,none,Normal,0
2583,2025-01-09 23:10:00,CAL-004,Materials-QC,thermal_manufacturing,BATCH-1498,26.37,54.2,118.04,182.0,179.56,2.44,7.22,5.26,188.36,200.4,8.36,162.24,174.52,114.2,54.47,3.327,46.6,0.734,40.61,0.77,41.56,0.183,0.168,875.3,none,Normal,0
2584,2025-01-09 23:15:00,CAL-021,Materials-QC,polymer_curing,BATCH-5920,32.31,51.78,145.16,158.34,150.48,7.86,9.59,3.0,169.7,200.37,25.01,132.01,151.66,221.23,57.36,3.203,73.83,2.618,72.0,4.28,64.98,0.305,0.479,541.2,reduced_heat_dissipation,Warning,1
2585,2025-01-09 23:20:00,CAL-019,Materials-QC,material_characterization,BATCH-2079,30.05,48.7,124.12,118.54,114.15,4.39,12.3,4.04,124.67,163.39,39.73,82.07,99.44,136.4,53.9,3.2,60.9,2.689,83.89,5.57,56.03,0.3,0.573,498.7,minor_phase_transition_shift,Warning,1
2586,2025-01-09 23:25:00,CAL-015,Thermal-Manufacturing,chemical_processing,BATCH-8449,26.71,44.59,149.47,155.04,152.06,2.98,11.05,5.72,157.79,182.75,41.97,105.8,119.04,122.65,55.91,3.246,63.05,2.441,78.65,3.63,61.66,0.214,0.442,445.9,reduced_heat_dissipation,Warning,1
2587,2025-01-09 23:30:00,CAL-015,Reactor-Line-A,thermal_manufacturing,BATCH-2481,28.96,56.68,88.5,182.01,181.66,0.35,10.25,3.75,189.63,199.16,12.49,159.43,170.53,43.85,62.45,3.268,44.23,0.868,46.31,0.08,32.72,0.18,0.111,837.6,none,Normal,0
2588,2025-01-09 23:35:00,CAL-009,Thermal-Manufacturing,chemical_processing,BATCH-1480,30.54,51.47,90.05,130.35,127.09,3.26,10.04,5.38,138.85,156.46,6.86,99.74,109.03,73.57,51.38,3.257,47.36,0.953,27.5,2.54,51.11,0.106,0.232,969.4,none,Normal,0
2589,2025-01-09 23:40:00,CAL-003,Polymer-Unit,thermal_manufacturing,BATCH-8986,30.32,65.17,185.04,224.55,215.92,8.63,15.49,2.38,234.0,279.48,51.22,167.0,191.56,154.86,32.4,3.186,80.23,4.422,97.65,6.36,65.63,0.484,0.799,75.3,phase_transition_irregularity,Critical,1
2590,2025-01-09 23:45:00,CAL-016,Polymer-Unit,chemical_processing,BATCH-3054,27.51,51.22,139.52,136.59,134.4,2.19,12.44,3.92,144.11,165.54,0.65,104.41,116.1,88.0,56.99,3.315,54.38,2.817,79.5,3.36,59.38,0.254,0.319,594.1,none,Normal,0
2591,2025-01-09 23:50:00,CAL-006,Polymer-Unit,polymer_curing,BATCH-3975,28.89,42.25,193.88,159.71,154.97,4.74,14.85,2.08,173.47,219.09,34.5,126.83,144.57,103.43,61.19,3.247,67.09,2.695,99.79,5.11,75.18,0.337,0.63,323.2,minor_phase_transition_shift,Warning,1
2592,2025-01-09 23:55:00,CAL-029,Thermal-Manufacturing,thermal_manufacturing,BATCH-9054,29.08,51.8,100.24,196.44,195.21,1.23,11.3,5.05,205.46,223.13,7.63,167.41,181.63,110.34,58.68,3.29,48.89,1.717,56.2,0,44.3,0.125,0.166,640.3,none,Normal,0
2593,2025-01-10 00:00:00,CAL-004,Materials-QC,chemical_processing,BATCH-2439,27.36,52.74,95.16,123.18,119.57,3.61,7.83,7.0,126.33,132.72,3.37,99.94,114.6,92.63,74.77,3.321,50.33,0.856,41.18,0,47.19,0,0.119,919.9,none,Normal,0
2594,2025-01-10 00:05:00,CAL-013,Polymer-Unit,chemical_processing,BATCH-9403,24.94,30.94,93.46,120.43,118.02,2.41,6.78,5.39,123.44,143.96,0,100.68,108.87,84.05,61.52,3.262,61.15,1.398,36.13,1.26,51.41,0.101,0.205,1031.8,none,Normal,0
2595,2025-01-10 00:10:00,CAL-004,Battery-Lab,chemical_processing,BATCH-4118,28.89,60.09,129.45,132.33,128.95,3.38,13.47,4.31,134.59,149.56,13.83,103.77,120.58,71.93,75.43,3.256,58.29,0.425,49.61,1.29,49.97,0.014,0.212,621.2,none,Normal,0
2596,2025-01-10 00:15:00,CAL-004,Reactor-Line-A,material_characterization,BATCH-8594,28.93,48.57,122.58,103.38,98.59,4.79,9.49,5.09,102.84,122.02,23.52,78.54,85.69,68.17,48.71,3.204,62.33,1.434,55.22,2.39,52.8,0.161,0.319,906.8,none,Normal,0
2597,2025-01-10 00:20:00,CAL-002,Reactor-Line-A,chemical_processing,BATCH-6554,28.87,60.21,178.42,155.94,152.06,3.88,13.4,3.89,161.93,187.78,33.64,107.94,121.5,103.27,57.46,3.227,64.28,2.003,65.55,4.28,62.53,0.263,0.462,514.1,minor_phase_transition_shift,Warning,1
2598,2025-01-10 00:25:00,CAL-005,Thermal-Manufacturing,polymer_curing,BATCH-6035,24.4,43.16,92.52,154.52,152.81,1.71,11.07,7.14,155.85,159.88,3.54,120.51,134.55,70.13,54.6,3.299,41.94,1.019,50.36,1.35,47.35,0.158,0.155,823.1,none,Normal,0
2599,2025-01-10 00:30:00,CAL-013,Reactor-Line-A,chemical_processing,BATCH-3944,31.38,58.82,166.82,164.6,158.54,6.06,13.59,5.3,171.11,207.8,17.19,100.59,120.37,158.7,45.55,3.17,73.54,3.783,78.51,6.93,72.85,0.356,0.599,355.8,reduced_heat_dissipation,Warning,1
2600,2025-01-10 00:35:00,CAL-019,Polymer-Unit,material_characterization,BATCH-2702,29.0,59.65,93.81,97.01,93.24,3.77,4.96,7.75,98.02,107.15,4.54,76.59,89.68,46.38,86.21,3.28,43.12,1.135,59.28,0,44.71,0.116,0.093,894.8,none,Normal,0
2601,2025-01-10 00:40:00,CAL-010,Reactor-Line-B,polymer_curing,BATCH-2841,31.21,49.44,162.69,174.94,170.42,4.52,16.14,4.38,181.07,213.52,32.34,126.67,144.07,78.75,61.04,3.222,66.86,3.923,96.25,4.5,67.39,0.36,0.651,364.4,minor_phase_transition_shift,Warning,1
2602,2025-01-10 00:45:00,CAL-018,Thermal-Manufacturing,material_characterization,BATCH-6202,27.02,44.34,106.08,111.0,107.28,3.72,11.24,4.83,115.32,131.32,32.34,73.48,91.14,62.95,45.09,3.262,57.56,2.174,61.78,3.44,39.62,0.261,0.453,380.0,sensor_drift,Warning,1
2603,2025-01-10 00:50:00,CAL-006,Materials-QC,chemical_processing,BATCH-3897,27.15,54.75,108.24,119.7,116.33,3.37,7.07,7.27,124.55,134.42,8.09,100.55,109.02,48.1,75.51,3.247,40.89,1.148,42.78,1.7,49.19,0.179,0.21,916.6,none,Normal,0
2604,2025-01-10 00:55:00,CAL-026,Polymer-Unit,energy_storage_testing,BATCH-4873,26.56,35.29,113.1,84.3,83.8,0.5,12.74,4.16,82.56,107.59,17.58,58.61,73.06,104.5,69.61,3.293,60.17,1.407,45.7,0.57,53.2,0.273,0.298,892.3,none,Normal,0
2605,2025-01-10 01:00:00,CAL-010,Reactor-Line-A,material_characterization,BATCH-8705,28.27,54.47,130.18,103.49,101.84,1.65,9.89,4.96,105.95,121.35,12.1,77.35,93.9,124.87,57.99,3.242,56.76,1.691,36.35,1.35,61.91,0.159,0.23,861.9,none,Normal,0
2606,2025-01-10 01:05:00,CAL-025,Polymer-Unit,thermal_manufacturing,BATCH-2653,28.85,46.71,171.87,201.38,196.72,4.66,13.0,5.49,206.85,218.28,33.67,168.41,183.64,135.11,52.57,3.27,61.52,2.448,47.64,3.54,56.29,0.265,0.423,470.9,reduced_heat_dissipation,Warning,1
2607,2025-01-10 01:10:00,CAL-006,Materials-QC,energy_storage_testing,BATCH-5741,25.24,52.74,78.1,86.06,84.48,1.58,11.06,5.57,84.53,88.79,6.65,55.75,73.05,93.5,54.48,3.29,45.32,0.863,59.07,0,36.43,0.176,0.073,873.8,none,Normal,0
2608,2025-01-10 01:15:00,CAL-018,Reactor-Line-B,thermal_manufacturing,BATCH-7497,29.12,57.63,98.4,195.02,192.81,2.21,9.2,5.65,191.93,189.59,11.69,165.43,181.21,92.17,67.62,3.352,54.24,1.308,48.35,1.41,50.35,0.167,0.191,965.9,none,Normal,0
2609,2025-01-10 01:20:00,CAL-008,Materials-QC,thermal_manufacturing,BATCH-7714,25.22,55.83,105.64,167.1,163.66,3.44,11.9,6.5,167.18,198.87,0,163.79,176.16,99.22,62.98,3.302,52.1,1.965,42.76,0,58.49,0.137,0.27,815.9,none,Normal,0
2610,2025-01-10 01:25:00,CAL-029,Thermal-Manufacturing,material_characterization,BATCH-5170,25.51,47.69,104.17,98.19,95.7,2.49,8.55,4.05,105.23,121.76,6.0,75.52,92.18,91.54,67.7,3.261,42.96,2.142,39.77,0.49,66.58,0.258,0.22,771.1,none,Normal,0
2611,2025-01-10 01:30:00,CAL-001,Thermal-Manufacturing,material_characterization,BATCH-5538,29.68,66.57,146.95,124.07,117.24,6.83,21.4,5.22,130.74,164.57,19.41,85.52,106.5,120.9,23.83,3.204,80.24,3.436,85.06,8.1,76.4,0.432,0.621,253.4,compound_thermal_instability,Critical,1
2612,2025-01-10 01:35:00,CAL-023,Reactor-Line-B,polymer_curing,BATCH-6852,29.51,44.39,85.87,132.43,127.07,5.36,8.94,6.39,131.87,133.63,6.56,122.25,137.34,77.8,68.42,3.254,55.26,0.631,50.6,0,43.21,0,0.112,890.5,none,Normal,0
2613,2025-01-10 01:40:00,CAL-025,Materials-QC,thermal_manufacturing,BATCH-1901,31.5,44.75,94.94,192.91,190.48,2.43,11.9,6.0,193.27,209.54,1.88,161.03,169.96,97.14,65.84,3.26,49.68,0.64,40.42,2.2,49.88,0.159,0.195,812.2,none,Normal,0
2614,2025-01-10 01:45:00,CAL-004,Polymer-Unit,thermal_manufacturing,BATCH-2613,28.15,60.33,160.76,236.01,229.09,6.92,11.34,4.66,239.18,259.56,34.96,165.17,181.79,120.71,63.79,3.288,60.03,2.888,75.83,2.84,52.73,0.216,0.515,412.9,reduced_heat_dissipation,Warning,1
2615,2025-01-10 01:50:00,CAL-025,Reactor-Line-A,chemical_processing,BATCH-6641,32.05,59.6,149.21,135.71,132.78,2.93,12.29,1.63,141.65,157.87,35.91,102.45,121.89,89.61,54.09,3.249,63.47,3.176,67.75,5.67,47.98,0.2,0.503,353.5,reduced_heat_dissipation,Warning,1
2616,2025-01-10 01:55:00,CAL-003,Battery-Lab,energy_storage_testing,BATCH-5727,30.62,55.32,125.9,81.2,78.55,2.65,11.26,4.29,81.55,89.57,5.88,56.51,73.88,84.92,52.35,3.277,51.5,1.426,64.13,1.72,30.37,0.158,0.103,926.3,none,Normal,0
2617,2025-01-10 02:00:00,CAL-009,Reactor-Line-A,energy_storage_testing,BATCH-9127,24.86,57.18,127.59,81.91,76.87,5.04,8.67,5.54,87.74,107.28,15.29,59.1,72.83,71.07,75.72,3.285,51.56,1.471,52.51,1.51,41.09,0.123,0.357,640.1,none,Normal,0
2618,2025-01-10 02:05:00,CAL-012,Polymer-Unit,chemical_processing,BATCH-5745,29.84,61.68,225.91,169.69,158.69,11.0,18.01,2.57,175.62,209.97,39.52,105.93,129.71,214.07,35.57,3.222,67.64,3.856,106.21,7.59,73.08,0.495,0.789,1,severe_overheating,Critical,1
2619,2025-01-10 02:10:00,CAL-030,Thermal-Manufacturing,material_characterization,BATCH-8868,29.97,56.86,114.96,97.67,93.33,4.34,9.64,7.11,102.33,109.97,9.67,79.68,94.3,77.24,82.06,3.254,40.62,1.21,57.79,0.98,54.34,0.168,0.192,781.5,none,Normal,0
2620,2025-01-10 02:15:00,CAL-002,Reactor-Line-A,material_characterization,BATCH-9346,27.55,41.2,110.08,95.12,93.67,1.45,13.59,4.49,99.07,110.16,12.62,74.25,84.01,58.24,69.38,3.292,47.87,1.41,39.82,1.15,42.68,0.001,0.198,922.7,none,Normal,0
2621,2025-01-10 02:20:00,CAL-024,Thermal-Manufacturing,polymer_curing,BATCH-4763,25.38,58.91,130.07,150.27,149.22,1.05,12.8,4.32,153.96,185.36,34.82,125.45,144.07,119.29,47.04,3.237,67.66,2.84,53.37,2.24,49.65,0.29,0.434,725.9,incipient_overheating,Warning,1
2622,2025-01-10 02:25:00,CAL-010,Materials-QC,thermal_manufacturing,BATCH-3319,27.73,51.58,154.34,193.05,188.12,4.93,10.45,5.57,195.96,220.46,26.22,164.78,174.49,104.02,66.4,3.239,61.32,1.451,73.27,3.56,68.38,0.237,0.423,573.3,sensor_drift,Warning,1
2623,2025-01-10 02:30:00,CAL-030,Battery-Lab,material_characterization,BATCH-6857,30.76,60.62,185.39,149.47,142.3,7.17,13.6,4.83,156.93,191.31,32.09,76.65,97.01,132.17,57.59,3.186,71.07,3.441,66.31,4.86,55.33,0.311,0.659,415.5,sensor_drift,Warning,1
2624,2025-01-10 02:35:00,CAL-029,Materials-QC,thermal_manufacturing,BATCH-6193,26.2,50.74,104.61,187.85,185.35,2.5,11.02,5.07,193.32,215.48,3.7,163.1,176.86,95.01,81.35,3.258,47.06,1.196,52.02,0.91,47.0,0.194,0.191,940.3,none,Normal,0
2625,2025-01-10 02:40:00,CAL-002,Reactor-Line-A,energy_storage_testing,BATCH-6309,25.0,59.65,63.74,68.9,66.25,2.65,9.84,5.24,73.79,80.63,2.28,56.96,73.06,75.15,66.61,3.306,52.47,1.121,39.2,3.29,58.08,0.138,0.168,861.8,none,Normal,0
2626,2025-01-10 02:45:00,CAL-018,Thermal-Manufacturing,polymer_curing,BATCH-9819,31.53,56.92,192.4,178.34,173.42,4.92,16.95,3.33,185.38,211.04,26.78,126.92,149.23,172.44,51.48,3.252,72.68,2.373,90.16,5.32,65.18,0.332,0.518,434.1,minor_phase_transition_shift,Warning,1
2627,2025-01-10 02:50:00,CAL-002,Materials-QC,material_characterization,BATCH-6608,25.26,50.22,142.39,109.85,105.02,4.83,12.03,3.51,115.46,140.37,32.74,76.81,97.86,87.48,41.52,3.314,64.77,3.231,72.81,3.44,63.83,0.334,0.528,645.0,reduced_heat_dissipation,Warning,1
2628,2025-01-10 02:55:00,CAL-011,Reactor-Line-A,thermal_manufacturing,BATCH-2132,28.42,44.53,94.54,189.28,185.9,3.38,10.09,6.87,194.88,217.98,22.77,159.75,174.46,97.57,64.52,3.309,54.53,1.353,56.64,3.26,42.94,0.161,0.372,779.0,none,Normal,0
2629,2025-01-10 03:00:00,CAL-003,Materials-QC,material_characterization,BATCH-5841,27.63,28.86,108.11,115.57,112.11,3.46,10.8,5.47,114.37,123.56,7.0,78.23,92.98,88.83,80.45,3.274,47.59,1.144,42.43,0.13,45.95,0.236,0.088,980.2,none,Normal,0
2630,2025-01-10 03:05:00,CAL-006,Thermal-Manufacturing,thermal_manufacturing,BATCH-4637,27.26,52.55,201.78,215.18,211.93,3.25,12.04,4.63,227.78,259.41,40.83,164.9,178.94,195.18,60.02,3.24,58.69,3.495,80.96,3.76,62.75,0.349,0.657,587.9,sensor_drift,Warning,1
2631,2025-01-10 03:10:00,CAL-026,Polymer-Unit,polymer_curing,BATCH-8941,28.79,60.95,154.72,179.37,173.42,5.95,10.4,3.15,190.79,216.33,23.04,125.54,144.39,133.36,40.77,3.303,54.01,3.14,91.51,4.78,55.66,0.403,0.523,410.2,sensor_drift,Warning,1
2632,2025-01-10 03:15:00,CAL-021,Battery-Lab,material_characterization,BATCH-3416,26.11,50.72,98.12,111.25,107.62,3.63,9.02,6.42,115.03,130.71,11.07,79.48,95.89,53.0,67.85,3.285,48.25,0.96,49.29,1.68,44.61,0.184,0.209,841.1,none,Normal,0
2633,2025-01-10 03:20:00,CAL-012,Reactor-Line-B,material_characterization,BATCH-5732,28.24,56.42,108.88,123.78,120.98,2.8,9.85,5.79,128.48,150.38,24.66,79.56,97.67,100.65,64.34,3.3,48.68,1.561,47.19,3.41,47.85,0.102,0.38,647.0,none,Normal,0
2634,2025-01-10 03:25:00,CAL-011,Thermal-Manufacturing,material_characterization,BATCH-6035,25.29,52.96,154.73,89.57,85.66,3.91,10.62,5.68,89.25,118.78,7.3,74.28,89.57,80.94,78.54,3.236,61.27,2.382,71.89,1.73,58.03,0.231,0.342,615.7,minor_phase_transition_shift,Warning,1
2635,2025-01-10 03:30:00,CAL-025,Materials-QC,chemical_processing,BATCH-7459,24.56,51.47,143.5,128.89,122.75,6.14,8.35,6.38,129.58,134.09,7.01,99.62,117.13,67.71,42.76,3.252,57.31,1.66,56.24,1.55,52.0,0.192,0.18,823.7,none,Normal,0
